imdb_id,original_title,poster_path,release_date
tt0114709,Toy Story,/rhIRbceoE9lR4veEXuwCC2wARtG.jpg,10/30/95
tt0113497,Jumanji,/vzmL6fP7aPKNKPRTFnZmiUfciyV.jpg,12/15/95
tt0113228,Grumpier Old Men,/6ksm1sjKMFLbO7UY2i6G1ju9SML.jpg,12/22/95
tt0114885,Waiting to Exhale,/16XOMpEaLWkrcPqSQqhTmeJuqQl.jpg,12/22/95
tt0113041,Father of the Bride Part II,/e64sOI48hQXyru7naBFyssKFxVd.jpg,2/10/95
tt0113277,Heat,/zMyfPUelumio3tiDKPffaUpsQTD.jpg,12/15/95
tt0114319,Sabrina,/jQh15y5YB7bWz1NtffNZmRw0s9D.jpg,12/15/95
tt0112302,Tom and Huck,/sGO5Qa55p7wTu7FJcX4H4xIVKvS.jpg,12/22/95
tt0114576,Sudden Death,/eoWvKD60lT95Ss1MYNgVExpo5iU.jpg,12/22/95
tt0113189,GoldenEye,/5c0ovjT41KnYIHYuF4AWsTe3sKh.jpg,11/16/95
tt0112346,The American President,/lymPNGLZgPHuqM29rKMGV46ANij.jpg,11/17/95
tt0112896,Dracula: Dead and Loving It,/xve4cgfYItnOhtzLYoTwTVy5FGr.jpg,12/22/95
tt0112453,Balto,/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg,12/22/95
tt0113987,Nixon,/cICkmCEiXRhvZmbuAlsA5D9B2rK.jpg,12/22/95
tt0112760,Cutthroat Island,/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,12/22/95
tt0112641,Casino,/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,11/22/95
tt0114388,Sense and Sensibility,/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,12/13/95
tt0113101,Four Rooms,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,12/9/95
tt0112281,Ace Ventura: When Nature Calls,/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,11/10/95
tt0113845,Money Train,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,11/21/95
tt0113161,Get Shorty,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,10/20/95
tt0112722,Copycat,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,10/27/95
tt0112401,Assassins,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,10/6/95
tt0114168,Powder,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,10/27/95
tt0113627,Leaving Las Vegas,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,10/27/95
tt0114057,Othello,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,12/15/95
tt0114011,Now and Then,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,10/20/95
tt0114117,Persuasion,/si8911IezMvAnQFDvyg1nKzDlD.jpg,9/27/95
tt0112682,La Cité des Enfants Perdus,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,5/16/95
tt0115012,摇啊摇，摇到外婆桥,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,4/30/95
tt0112792,Dangerous Minds,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,8/11/95
tt0114746,Twelve Monkeys,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,12/29/95
tt0114952,"Guillaumet, les ailes du courage",/k6ODtR38dKEfuzSGjggr8KDyAF4.jpg,9/18/96
tt0112431,Babe,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,7/18/95
tt0112637,Carrington,/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,11/8/95
tt0112818,Dead Man Walking,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,12/29/95
tt0112286,Across the Sea of Time,/lKOAyy098yjoot8cutYsStVO1WS.jpg,10/20/95
tt0113442,It Takes Two,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,11/17/95
tt0112697,Clueless,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,7/19/95
tt0112749,"Cry, the Beloved Country",/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,12/15/95
tt0114279,Richard III,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,12/29/95
tt0112819,Dead Presidents,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,10/6/95
tt0114272,Restoration,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,12/29/95
tt0113855,Mortal Kombat,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,8/18/95
tt0114681,To Die For,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5/20/95
tt0113347,How To Make An American Quilt,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,10/6/95
tt0114369,Se7en,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,9/22/95
tt0114148,Pocahontas,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,6/14/95
tt0114916,When Night Is Falling,/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,5/5/95
tt0114814,The Usual Suspects,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,7/19/95
tt0109950,Guardian Angel,/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,11/22/94
tt0113819,Mighty Aphrodite,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,9/13/95
tt0110299,Lamerica,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,1/1/94
tt0112499,The Big Green,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,9/29/95
tt0113158,Georgia,/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,5/19/95
tt0113541,Kids of the Round Table,/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,7/8/97
tt0113321,Home for the Holidays,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,11/2/95
tt0110877,Il postino,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,9/22/94
tt0112714,Le confessionnal,/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,9/29/95
tt0113419,The Indian in the Cupboard,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,7/14/95
tt0116260,Eye for an Eye,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1/12/96
tt0113862,Mr. Holland's Opus,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,12/29/95
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1/12/96
tt0118002,Two If by Sea,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,1/12/96
tt0115683,Bio-Dome,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,1/12/96
tt0116839,Lawnmower Man 2: Beyond Cyberspace,/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,1/12/96
tt0114753,Two Bits,/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,10/22/95
tt0113149,Gazon maudit,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,2/8/95
tt0113118,Friday,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,4/26/95
tt0116367,From Dusk Till Dawn,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1/19/96
tt0113010,Fair Game,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,11/3/95
tt0113537,Kicking and Screaming,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,10/6/95
tt0113828,Les misérables,/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,3/22/95
tt0115644,Bed of Roses,/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,1/26/96
tt0115676,Big Bully,/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,1/26/96
tt0114367,Screamers,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,9/8/95
tt0113973,Nico Icon,/tuIDKBp92R4tGFOB46MofvakfiY.jpg,2/18/95
tt0112744,The Crossing Guard,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,11/15/95
tt0116731,The Juror,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,2/2/96
tt0112445,بادکنک سفید,/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg,1/1/95
tt0114660,Things to Do in Denver When You're Dead,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,12/1/95
tt0112379,Antonia,/bIQp2SJrVXiQttv9hXeqliQox0K.jpg,9/12/95
tt0114039,Once Upon a Time... When We Were Colored,/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,1/26/96
tt0113612,Last Summer in the Hamptons,/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,11/22/95
tt0112365,Angels and Insects,/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,9/10/95
tt0118158,White Squall,/3a5nomeyzJF4gG26HouCtce99ki.jpg,2/2/96
tt0116151,Dunston Checks In,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,1/12/96
tt0115697,Black Sheep,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,2/1/96
tt0113972,Nick of Time,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,11/22/95
tt0113490,The Journey of August King,/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,9/14/95
tt0117002,Mary Reilly,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,2/23/96
tt0114825,Vampire in Brooklyn,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,10/26/95
tt0115639,Beautiful Girls,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,2/9/96
tt0115759,Broken Arrow,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,2/9/96
tt0113403,A Midwinter's Tale,/6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg,12/1/95
tt0113247,La Haine,/jTzBED0leGPwWDqNewye11qzJgd.jpg,5/31/95
tt0111173,Shopping,/jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg,12/6/94
tt0113283,Heidi Fleiss: Hollywood Madam,/j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg,12/27/95
tt0115907,City Hall,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,2/16/96
tt0115734,Bottle Rocket,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,2/21/96
tt0117102,Mr. Wrong,/8oZW1loLEczN1BU60YobsJJFdSR.jpg,2/16/96
tt0118040,Unforgettable,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,2/23/96
tt0116483,Happy Gilmore,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,2/16/96
tt0112579,The Bridges of Madison County,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,5/28/95
tt0110251,Keiner liebt mich,/lnfMQ6K2EgJpn2JZTadnaufiwiR.jpg,11/7/94
tt0117110,Muppet Treasure Island,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,2/16/96
tt0112646,Catwalk,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,12/8/95
tt0113276,Headless Body in Topless Bar,/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,5/20/95
tt0112573,Braveheart,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,5/24/95
tt0075314,Taxi Driver,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,2/7/76
tt0113326,紅番區,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,1/30/95
tt0115645,Before and After,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,2/23/96
tt0113774,Margaret's Museum,/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,9/13/95
tt0112556,Le Bonheur est dans le pré,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,1/31/95
tt0112373,Anne Frank Remembered,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,6/8/95
tt0115033,The Young Poisoner's Handbook,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,1/20/95
tt0116606,If Lucy Fell,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,3/8/96
tt0114536,Steal Big Steal Little,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,9/29/95
tt0117427,Race the Sun,/odifQ57irGc3k0x85djZ0yT2Inn.jpg,3/22/96
tt0106473,The Boys of St. Vincent,/zC4WsoeXN2wCrUjNzu4iu7ph17Z.jpg,12/6/92
tt0103859,Boomerang,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,6/30/92
tt0109424,重慶森林,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,7/14/94
tt0114808,L'uomo delle stelle,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,9/21/95
tt0116324,Flirting with Disaster,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,3/22/96
tt0110647,The NeverEnding Story III,/driZCEKL79PaCsZNICSU3xd59sk.jpg,10/26/94
tt0111055,صمت القصور,/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,9/30/94
tt0110217,Jupiter's Wife,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,1/1/95
tt0114131,Pie in the Sky,/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg,2/9/96
tt0112364,Angela,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,1/1/95
tt0113107,Frankie Starlight,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,11/22/95
tt0113451,Jade,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,10/13/95
tt0114015,Nueba Yol,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,8/16/95
tt0114500,Sonic Outlaws,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,8/1/95
tt0116130,Down Periscope,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,3/1/96
tt0113125,From the Journals of Jean Seberg,/wfPHta8Wxm4LQVHU8tRhL8GCyIz.jpg,9/8/95
tt0113756,Man of the Year,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,9/15/95
tt0113952,The Neon Bible,/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,8/23/95
tt0114618,Target,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,8/1/95
tt0118055,Up Close & Personal,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,3/1/96
tt0115685,The Birdcage,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,3/8/96
tt0113200,Gospa,/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg,10/12/95
tt0112585,The Brothers McMullen,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,8/9/95
tt0112442,Bad Boys,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,4/7/95
tt0112342,The Amazing Panda Adventure,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,8/25/95
tt0112461,The Basketball Diaries,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,4/21/95
tt0112427,An Awfully Big Adventure,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,7/21/95
tt0109093,Amateur,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,8/5/94
tt0112384,Apollo 13,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,6/30/95
tt0114287,Rob Roy,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,4/13/95
tt0112288,The Addiction,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,1/10/95
tt0112462,Batman Forever,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,6/16/95
tt0061395,Belle de jour,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,5/24/67
tt0112495,Beyond Rangoon,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,5/24/95
tt0112541,Blue in the Face,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,9/15/95
tt0109370,Canadian Bacon,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,6/8/95
tt0112642,Casper,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,5/26/95
tt0112688,Clockers,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,9/15/95
tt0112715,Congo,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,6/9/95
tt0112740,Crimson Tide,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,5/12/95
tt0109508,Crumb,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,9/10/94
tt0112851,Desperado,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,8/25/95
tt0112857,Devil in a Blue Dress,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,9/15/95
tt0112864,Die Hard: With a Vengeance,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,5/19/95
tt0112887,The Doom Generation,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,10/27/95
tt0113044,Feast of July,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,10/12/95
tt0113071,First Knight,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,7/7/95
tt0113114,Free Willy 2 - The Adventure Home,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,7/19/95
tt0113243,Hackers,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,9/14/95
tt0113464,Jeffrey,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,8/18/95
tt0113481,Johnny Mnemonic,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,5/26/95
tt0113492,Judge Dredd,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,6/30/95
tt0113500,Jury Duty,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,4/12/95
tt0113540,Kids,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,7/28/95
tt0113677,Living in Oblivion,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,1/20/95
tt0113690,Lord of Illusions,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,8/25/95
tt0107447,Love & Human Remains,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,5/20/93
tt0113729,Mad Love,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,5/26/95
tt0113749,Mallrats,/4saVIltqkhq9is5NmD7N87Q40M.jpg,10/20/95
tt0113820,Mighty Morphin Power Rangers: The Movie,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,6/30/95
tt0113851,Moonlight and Valentino,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,9/29/95
tt0110604,Mute Witness,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,9/28/95
tt0110620,Nadja,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,9/13/94
tt0113957,The Net,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,7/28/95
tt0113986,Nine Months,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,7/12/95
tt0114095,Party Girl,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,6/9/95
tt0114194,The Prophecy,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,9/1/95
tt0114241,Reckless,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,11/17/95
tt0114323,Safe,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,6/23/95
tt0114345,The Scarlet Letter,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,10/13/95
tt0114435,The Show,/qUlVaRYuiMvr1R3ZBW6hpS9QB4h.jpg,8/25/95
tt0114436,Showgirls,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,9/22/95
tt0114478,Smoke,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,6/9/95
tt0114496,Something to Talk About,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,8/4/95
tt0114508,Species,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,7/7/95
